"Category number","Share","Lower bound","Upper bound","Sector value","Distribution name","Number of categories","Row name","Source code","Section name","Row value","Category name"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Mississippi","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Mississippi","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Mississippi","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Missouri","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Missouri","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Missouri","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Montana","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Montana","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Montana","College or beyond"
"Category 1",5.80148,1.28,10.33,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nebraska","Middle school/junior high"
"Category 2",29.447076,23.75,35.15,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nebraska","High school"
"Category 3",64.751444,59.19,70.32,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nebraska","College or beyond"
"Category 1",9.485252,4.81,14.16,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nevada","Middle school/junior high"
"Category 2",38.49509,32.99,44,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nevada","High school"
"Category 3",52.019658,43.64,60.4,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nevada","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Hampshire","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Hampshire","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Hampshire","College or beyond"
"Category 1",6.659627,4.98,8.34,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Jersey","Middle school/junior high"
"Category 2",40.228781,36.86,43.6,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Jersey","High school"
"Category 3",53.111592,49.43,56.79,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Jersey","College or beyond"
"Category 1",5.393653,1.33,9.45,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Mexico","Middle school/junior high"
"Category 2",39.509035,31.61,47.41,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Mexico","High school"
"Category 3",55.097312,47.2,63,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Mexico","College or beyond"
"Category 1",9.771808,7.62,11.93,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New York","Middle school/junior high"
"Category 2",36.623094,34.02,39.23,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New York","High school"
"Category 3",53.605098,50.64,56.57,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New York","College or beyond"
"Category 1",4.208268,3.39,5.02,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Carolina","Middle school/junior high"
"Category 2",30.062164,27.57,32.55,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Carolina","High school"
"Category 3",65.729568,63.14,68.32,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Carolina","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Dakota","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Dakota","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Dakota","College or beyond"
"Category 1",2.273241,1.04,3.51,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Ohio","Middle school/junior high"
"Category 2",32.61254,29.04,36.18,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Ohio","High school"
"Category 3",65.114219,61.39,68.84,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Ohio","College or beyond"
"Category 1",4.519535,2.98,6.06,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oklahoma","Middle school/junior high"
"Category 2",39.857281,35.14,44.58,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oklahoma","High school"
"Category 3",55.623184,50.92,60.33,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oklahoma","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oregon","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oregon","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oregon","College or beyond"
"Category 1",4.404587,1.91,6.9,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Pennsylvania","Middle school/junior high"
"Category 2",33.758979,30.28,37.24,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Pennsylvania","High school"
"Category 3",61.836435,57.12,66.55,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Pennsylvania","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Rhode Island","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Rhode Island","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Rhode Island","College or beyond"
"Category 1",2.55492,1.81,3.3,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Carolina","Middle school/junior high"
"Category 2",33.237197,29.58,36.9,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Carolina","High school"
"Category 3",64.207883,60.62,67.8,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Carolina","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Dakota","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Dakota","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","South Dakota","College or beyond"
"Category 1",3.760978,2.67,4.85,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Tennessee","Middle school/junior high"
"Category 2",39.986421,35.78,44.19,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Tennessee","High school"
"Category 3",56.2526,51.97,60.53,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Tennessee","College or beyond"
"Category 1",9.8917,8.01,11.77,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Texas","Middle school/junior high"
"Category 2",38.812552,36.35,41.27,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Texas","High school"
"Category 3",51.295749,49.01,53.58,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Texas","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Utah","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Utah","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Utah","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Vermont","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Vermont","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Vermont","College or beyond"
"Category 1",2.442579,0.58,4.3,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Virginia","Middle school/junior high"
"Category 2",30.945284,26.18,35.71,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Virginia","High school"
"Category 3",66.612137,61.28,71.94,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Virginia","College or beyond"
"Category 1",9.135797,7.32,10.96,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Washington","Middle school/junior high"
"Category 2",32.629621,29.39,35.87,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Washington","High school"
"Category 3",58.234582,55.01,61.46,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Washington","College or beyond"
"Category 1",2.731686,1.35,4.12,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","West Virginia","Middle school/junior high"
"Category 2",35.773855,33.16,38.39,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","West Virginia","High school"
"Category 3",61.494459,58.06,64.93,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","West Virginia","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wisconsin","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wisconsin","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wisconsin","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wyoming","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wyoming","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Wyoming","College or beyond"
"Category 1",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Puerto Rico","Middle school/junior high"
"Category 2",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Puerto Rico","High school"
"Category 3",NA,NA,NA,"Total","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Puerto Rico","College or beyond"
"Category 1",8.315418,7.67,8.96,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Total","Middle school/junior high"
"Category 2",41.906325,40.66,43.15,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Total","High school"
"Category 3",49.778258,48.55,51.01,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Total","College or beyond"
"Category 1",6.49433,3.88,9.1,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alabama","Middle school/junior high"
"Category 2",39.409975,34.76,44.06,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alabama","High school"
"Category 3",54.095695,48.73,59.46,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alabama","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alaska","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alaska","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Alaska","College or beyond"
"Category 1",9.776911,4.52,15.03,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arizona","Middle school/junior high"
"Category 2",41.898232,32.03,51.77,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arizona","High school"
"Category 3",48.324857,38.66,57.99,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arizona","College or beyond"
"Category 1",7.585158,5.52,9.65,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arkansas","Middle school/junior high"
"Category 2",40.894475,35.58,46.21,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arkansas","High school"
"Category 3",51.520368,45.83,57.21,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Arkansas","College or beyond"
"Category 1",16.670125,13.83,19.51,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","California","Middle school/junior high"
"Category 2",43.333668,40.6,46.07,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","California","High school"
"Category 3",39.996207,37.13,42.86,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","California","College or beyond"
"Category 1",18.285121,8.33,28.24,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Colorado","Middle school/junior high"
"Category 2",38.009954,29.78,46.24,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Colorado","High school"
"Category 3",43.704925,31.79,55.62,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Colorado","College or beyond"
"Category 1",7.457898,4.48,10.43,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Connecticut","Middle school/junior high"
"Category 2",44.052082,35,53.11,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Connecticut","High school"
"Category 3",48.49002,41.58,55.4,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Connecticut","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Delaware","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Delaware","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Delaware","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","District of Columbia","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","District of Columbia","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","District of Columbia","College or beyond"
"Category 1",7.788636,4.4,11.18,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Florida","Middle school/junior high"
"Category 2",47.870089,33.9,61.84,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Florida","High school"
"Category 3",44.341275,29.37,59.32,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Florida","College or beyond"
"Category 1",6.335423,1.45,11.22,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Georgia","Middle school/junior high"
"Category 2",47.354723,38.23,56.48,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Georgia","High school"
"Category 3",46.309854,35.75,56.87,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Georgia","College or beyond"
"Category 1",2.336939,0.57,4.1,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Hawaii","Middle school/junior high"
"Category 2",42.000593,33.63,50.37,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Hawaii","High school"
"Category 3",55.662468,47.48,63.85,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Hawaii","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Idaho","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Idaho","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Idaho","College or beyond"
"Category 1",9.104211,7,11.21,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Illinois","Middle school/junior high"
"Category 2",37.615099,30.9,44.33,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Illinois","High school"
"Category 3",53.280691,46.48,60.08,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Illinois","College or beyond"
"Category 1",2.389666,1.06,3.72,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Indiana","Middle school/junior high"
"Category 2",42.66417,35.85,49.48,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Indiana","High school"
"Category 3",54.946164,46.81,63.09,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Indiana","College or beyond"
"Category 1",3.313409,0.77,5.86,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Iowa","Middle school/junior high"
"Category 2",33.02383,27.49,38.55,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Iowa","High school"
"Category 3",63.662761,58.01,69.32,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Iowa","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Kansas","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Kansas","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Kansas","College or beyond"
"Category 1",6.345279,4.19,8.5,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Kentucky","Middle school/junior high"
"Category 2",43.982957,40.06,47.91,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Kentucky","High school"
"Category 3",49.671764,45.69,53.65,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Kentucky","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Louisiana","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Louisiana","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Louisiana","College or beyond"
"Category 1",3.098096,-1.35,7.55,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Maine","Middle school/junior high"
"Category 2",28.896457,20.75,37.05,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Maine","High school"
"Category 3",68.005447,57.61,78.4,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Maine","College or beyond"
"Category 1",6.08357,0.81,11.35,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Maryland","Middle school/junior high"
"Category 2",39.779705,34.85,44.71,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Maryland","High school"
"Category 3",54.136726,47.68,60.59,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Maryland","College or beyond"
"Category 1",7.751336,5.41,10.09,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Massachusetts","Middle school/junior high"
"Category 2",47.739505,40.88,54.6,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Massachusetts","High school"
"Category 3",44.509159,36.3,52.72,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Massachusetts","College or beyond"
"Category 1",4.251826,0.58,7.92,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Michigan","Middle school/junior high"
"Category 2",37.053963,30.29,43.82,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Michigan","High school"
"Category 3",58.694211,50.53,66.86,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Michigan","College or beyond"
"Category 1",3.326699,1.97,4.68,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Minnesota","Middle school/junior high"
"Category 2",35.058727,31.5,38.62,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Minnesota","High school"
"Category 3",61.614574,57.87,65.36,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Minnesota","College or beyond"
"Category 1",6.181319,4.46,7.9,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Mississippi","Middle school/junior high"
"Category 2",42.100671,37.89,46.31,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Mississippi","High school"
"Category 3",51.71801,47.04,56.39,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Mississippi","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Missouri","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Missouri","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Missouri","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Montana","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Montana","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Montana","College or beyond"
"Category 1",3.519793,-1.05,8.09,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nebraska","Middle school/junior high"
"Category 2",39.169178,27.08,51.26,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nebraska","High school"
"Category 3",57.311029,43.88,70.74,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nebraska","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nevada","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nevada","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Nevada","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Hampshire","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Hampshire","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Hampshire","College or beyond"
"Category 1",10.637792,6.82,14.46,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Jersey","Middle school/junior high"
"Category 2",43.051807,37.17,48.93,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Jersey","High school"
"Category 3",46.3104,40.01,52.61,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Jersey","College or beyond"
"Category 1",2.338109,0.35,4.33,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Mexico","Middle school/junior high"
"Category 2",53.748354,35.35,72.15,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Mexico","High school"
"Category 3",43.913538,26.71,61.11,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New Mexico","College or beyond"
"Category 1",11.311818,8.75,13.87,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New York","Middle school/junior high"
"Category 2",41.465261,37.15,45.78,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New York","High school"
"Category 3",47.222921,43.41,51.03,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","New York","College or beyond"
"Category 1",5.732664,4.29,7.18,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Carolina","Middle school/junior high"
"Category 2",36.872739,34.02,39.72,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Carolina","High school"
"Category 3",57.394597,54.91,59.88,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Carolina","College or beyond"
"Category 1",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Dakota","Middle school/junior high"
"Category 2",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Dakota","High school"
"Category 3",NA,NA,NA,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","North Dakota","College or beyond"
"Category 1",4.180636,1.35,7.01,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Ohio","Middle school/junior high"
"Category 2",42.595541,38.44,46.75,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Ohio","High school"
"Category 3",53.223823,48.6,57.85,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Ohio","College or beyond"
"Category 1",5.165507,3.28,7.05,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oklahoma","Middle school/junior high"
"Category 2",42.985897,38.65,47.32,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oklahoma","High school"
"Category 3",51.848597,47.64,56.06,"Public 2-year","Parents' Highest Education Level",3,"Institution State","ucuiha","D6 Percentages","Oklahoma","College or beyond"
