"Target value","Lower bound","Upper bound","Sector value","Target name","Row name","Measure name","Source code","Section name","Row value"
19.648854,16.66,22.63,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","More than one race"
58.809835,58.18,59.44,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Total"
62.750975,61.84,63.66,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","White"
73.266097,71.52,75.01,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Black or African American"
43.91912,42.13,45.7,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Hispanic or Latino"
39.102743,36.08,42.13,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Asian"
37.33012,29.73,44.93,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Native American"
45.942147,22.21,69.67,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Native Hawaiian/Pacific Islander"
60.276013,56.26,64.3,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","More than one race"
72.93526,71.95,73.92,"Other","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Total"
75.587878,73.32,77.86,"Other","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","White"
78.699265,75.53,81.87,"Other","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Black or African American"
66.708816,63.31,70.11,"Other","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Hispanic or Latino"
69.801343,62.78,76.83,"Other","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Asian"
62.182703,42.85,81.51,"Other","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Native American"
72.69021,55.26,90.12,"Other","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","Native Hawaiian/Pacific Islander"
78.278459,72.86,83.69,"Other","Title IV loans (includes Parent PLUS Loans)","Race/Ethnicity","Share >0","fmtoul","A7 Percentages","More than one race"
53.848353,53.04,54.65,"Total","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","Total"
42.130735,38.94,45.33,"Total","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","Middle school/junior high"
53.065094,51.85,54.28,"Total","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","High school"
55.726637,54.87,56.59,"Total","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","College or beyond"
20.461887,19.72,21.2,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","Total"
10.859594,9.04,12.68,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","Middle school/junior high"
20.318985,19.04,21.59,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","High school"
22.186246,21.07,23.3,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","College or beyond"
57.526919,56.86,58.19,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","Total"
39.119622,35.98,42.26,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","Middle school/junior high"
57.708705,56.4,59.02,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","High school"
59.058482,58.28,59.84,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","College or beyond"
73.674819,72.06,75.29,"Other","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","Total"
71.545107,64.93,78.16,"Other","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","Middle school/junior high"
74.746446,72.56,76.93,"Other","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","High school"
73.235215,71.22,75.25,"Other","Title IV loans (includes Parent PLUS Loans)","Parents' Highest Education Level","Share >0","lgwmkr","A7 Percentages","College or beyond"
53.848353,53.04,54.65,"Total","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Total"
46.3273,44.91,47.75,"Total","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Bottom quartile"
53.114756,51.71,54.52,"Total","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Lower-middle quartile"
60.681967,59.47,61.9,"Total","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Upper-middle quartile"
57.324267,55.92,58.73,"Total","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Top quartile"
20.461887,19.72,21.2,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Total"
13.314863,11.97,14.66,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Bottom quartile"
18.186107,16.87,19.5,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Lower-middle quartile"
28.14596,26.38,29.91,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Upper-middle quartile"
29.218496,27.1,31.33,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Top quartile"
57.526919,56.86,58.19,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Total"
49.78492,48.16,51.41,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Bottom quartile"
56.432596,55.01,57.86,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Lower-middle quartile"
65.648442,64.42,66.88,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Upper-middle quartile"
58.416666,57.13,59.71,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Top quartile"
73.674819,72.06,75.29,"Other","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Total"
70.150096,67.13,73.17,"Other","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Bottom quartile"
75.771826,73.11,78.43,"Other","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Lower-middle quartile"
77.97471,75.1,80.85,"Other","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Upper-middle quartile"
70.462433,66.65,74.27,"Other","Title IV loans (includes Parent PLUS Loans)","Income Quartile","Share >0","mkrskm","A7 Percentages","Top quartile"
53.848353,53.04,54.65,"Total","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Total"
47.772291,46.44,49.11,"Total","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Zero EFC"
57.566726,56.7,58.44,"Total","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Nonzero EFC"
20.461887,19.72,21.2,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Total"
16.038119,14.97,17.1,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Zero EFC"
24.239002,23.2,25.28,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Nonzero EFC"
57.526919,56.86,58.19,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Total"
49.981408,48.53,51.43,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Zero EFC"
60.95541,60.12,61.79,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Nonzero EFC"
73.674819,72.06,75.29,"Other","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Total"
71.47138,68.95,73.99,"Other","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Zero EFC"
75.373745,73.34,77.4,"Other","Title IV loans (includes Parent PLUS Loans)","Zero EFC Status","Share >0","ulfusc","A7 Percentages","Nonzero EFC"
53.848353,53.04,54.65,"Total","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Total"
53.070754,52.17,53.97,"Total","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Not a Pell recipient"
54.423231,53.23,55.61,"Total","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Pell recipient"
20.461887,19.72,21.2,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Total"
22.481477,21.23,23.74,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Not a Pell recipient"
18.989348,18.05,19.93,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Pell recipient"
57.526919,56.86,58.19,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Total"
58.683303,57.83,59.54,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Not a Pell recipient"
56.531257,55.35,57.72,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Pell recipient"
73.674819,72.06,75.29,"Other","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Total"
68.50202,65.65,71.35,"Other","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Not a Pell recipient"
76.594596,74.75,78.44,"Other","Title IV loans (includes Parent PLUS Loans)","Pell Recipient Status","Share >0","xaucyd","A7 Percentages","Pell recipient"
53.848353,53.04,54.65,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Total"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Alabama"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Alaska"
55.827158,49.23,62.42,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Arizona"
54.071319,50.29,57.85,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Arkansas"
37.304405,33.04,41.57,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","California"
61.250383,58.29,64.21,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Colorado"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Connecticut"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Delaware"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","District of Columbia"
49.447398,43.14,55.75,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Florida"
52.669299,49.23,56.11,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Georgia"
39.446151,36.01,42.88,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Hawaii"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Idaho"
58.144676,50.03,66.26,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Illinois"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Indiana"
72.199573,68.94,75.46,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Iowa"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Kansas"
55.407772,52.9,57.91,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Kentucky"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Louisiana"
64.843467,61.12,68.57,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Maine"
53.337527,49.15,57.53,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Maryland"
71.461949,68.53,74.39,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Massachusetts"
59.874346,53.79,65.95,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Michigan"
67.979775,65.22,70.74,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Minnesota"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Mississippi"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Missouri"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Montana"
68.287859,63.05,73.53,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Nebraska"
37.575419,33.15,42.01,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Nevada"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","New Hampshire"
56.649226,53.57,59.73,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","New Jersey"
26.477273,18.24,34.71,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","New Mexico"
48.908438,45.92,51.9,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","New York"
54.512668,52.17,56.85,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","North Carolina"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","North Dakota"
66.539496,63.46,69.62,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Ohio"
52.980041,48.27,57.69,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Oklahoma"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Oregon"
78.416309,75.73,81.1,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Pennsylvania"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Rhode Island"
62.419948,58.95,65.89,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","South Carolina"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","South Dakota"
37.641187,34.33,40.96,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Tennessee"
53.269566,51.34,55.2,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Texas"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Utah"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Vermont"
66.57733,62.4,70.75,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Virginia"
44.56203,41.49,47.63,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Washington"
60.991222,58.54,63.44,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","West Virginia"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Wisconsin"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Wyoming"
NA,NA,NA,"Total","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Puerto Rico"
20.461887,19.72,21.2,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Total"
20.015341,16.83,23.2,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Alabama"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Alaska"
19.037195,14.02,24.05,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Arizona"
27.228202,23.34,31.11,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Arkansas"
2.612422,1.8,3.42,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","California"
31.043251,22.41,39.67,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Colorado"
9.479494,6.58,12.38,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Connecticut"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Delaware"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","District of Columbia"
12.430125,-5.58,30.44,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Florida"
17.30167,11.03,23.57,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Georgia"
16.681819,13.04,20.32,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Hawaii"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Idaho"
11.669257,9.86,13.48,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Illinois"
17.400471,11.02,23.78,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Indiana"
54.881868,49.19,60.57,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Iowa"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Kansas"
25.660554,22.47,28.85,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Kentucky"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Louisiana"
36.504153,29.13,43.88,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Maine"
20.859364,14.21,27.51,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Maryland"
28.604012,22.37,34.84,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Massachusetts"
28.494685,24.48,32.51,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Michigan"
49.165107,45.07,53.26,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Minnesota"
23.626473,21.53,25.73,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Mississippi"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Missouri"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Montana"
48.554882,41.72,55.39,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Nebraska"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Nevada"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","New Hampshire"
15.999965,13.5,18.5,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","New Jersey"
6.36607,-20.08,32.81,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","New Mexico"
22.648598,20.2,25.09,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","New York"
12.676326,9.6,15.75,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","North Carolina"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","North Dakota"
38.608863,31.08,46.14,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Ohio"
23.636343,16.74,30.53,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Oklahoma"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Oregon"
41.941875,35.32,48.56,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Pennsylvania"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Rhode Island"
33.764866,26.6,40.93,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","South Carolina"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","South Dakota"
3.569241,2.55,4.59,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Tennessee"
21.142745,19.26,23.03,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Texas"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Utah"
27.069176,12.54,41.6,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Vermont"
21.020258,17.2,24.84,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Virginia"
19.956633,16.11,23.8,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Washington"
31.667033,23.85,39.49,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","West Virginia"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Wisconsin"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Wyoming"
NA,NA,NA,"Public 2-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Puerto Rico"
57.526919,56.86,58.19,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Total"
NA,NA,NA,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Alabama"
NA,NA,NA,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Alaska"
66.280041,63.6,68.96,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Arizona"
62.707768,56.68,68.74,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Arkansas"
39.925708,37.4,42.45,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","California"
59.091556,55.3,62.88,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Colorado"
NA,NA,NA,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Connecticut"
NA,NA,NA,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Delaware"
NA,NA,NA,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","District of Columbia"
31.956289,28.94,34.97,"Public 4-year","Title IV loans (includes Parent PLUS Loans)","Institution State","Share >0","iivcmu","A7 Percentages","Florida"
