"Category number","Share","Lower bound","Upper bound","Sector value","Distribution name","Number of categories","Row name","Source code","Section name","Row value","Category name"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","North Carolina","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","North Dakota","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","North Dakota","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","North Dakota","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Ohio","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Ohio","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Ohio","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Oklahoma","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Oklahoma","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Oklahoma","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Oregon","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Oregon","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Oregon","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Pennsylvania","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Pennsylvania","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Pennsylvania","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Rhode Island","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Rhode Island","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Rhode Island","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","South Carolina","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","South Carolina","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","South Carolina","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","South Dakota","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","South Dakota","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","South Dakota","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Tennessee","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Tennessee","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Tennessee","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Texas","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Texas","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Texas","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Utah","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Utah","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Utah","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Vermont","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Vermont","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Vermont","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Virginia","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Virginia","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Virginia","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Washington","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Washington","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Washington","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","West Virginia","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","West Virginia","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","West Virginia","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Wisconsin","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Wisconsin","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Wisconsin","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Wyoming","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Wyoming","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Wyoming","College or beyond"
"Category 1",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Puerto Rico","Middle school/junior high"
"Category 2",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Puerto Rico","High school"
"Category 3",NA,NA,NA,"Other","Parents' Highest Education Level",3,"Institution State","cakvef","D6 Percentages","Puerto Rico","College or beyond"
"Category 1",26.339264,25.86,26.82,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Total","Bottom quartile"
"Category 2",27.345799,26.81,27.88,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Total","Lower-middle quartile"
"Category 3",25.497195,24.98,26.01,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Total","Upper-middle quartile"
"Category 4",20.817742,20.34,21.3,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Total","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alabama","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alabama","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alabama","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alabama","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alaska","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alaska","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alaska","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Alaska","Top quartile"
"Category 1",24.241071,21.61,26.88,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arizona","Bottom quartile"
"Category 2",29.391224,25.73,33.05,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arizona","Lower-middle quartile"
"Category 3",25.590839,21.4,29.79,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arizona","Upper-middle quartile"
"Category 4",20.776866,17.87,23.69,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arizona","Top quartile"
"Category 1",30.347088,27.65,33.05,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arkansas","Bottom quartile"
"Category 2",27.634025,25.08,30.19,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arkansas","Lower-middle quartile"
"Category 3",26.116376,23.27,28.97,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arkansas","Upper-middle quartile"
"Category 4",15.902511,13.99,17.82,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Arkansas","Top quartile"
"Category 1",32.994103,30.12,35.87,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","California","Bottom quartile"
"Category 2",30.252691,28.5,32.01,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","California","Lower-middle quartile"
"Category 3",21.296959,18.61,23.99,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","California","Upper-middle quartile"
"Category 4",15.456246,14.06,16.85,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","California","Top quartile"
"Category 1",22.433936,19.47,25.4,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Colorado","Bottom quartile"
"Category 2",26.588289,23.86,29.32,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Colorado","Lower-middle quartile"
"Category 3",26.758712,23.25,30.27,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Colorado","Upper-middle quartile"
"Category 4",24.219063,20.47,27.97,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Colorado","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Connecticut","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Connecticut","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Connecticut","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Connecticut","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Delaware","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Delaware","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Delaware","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Delaware","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","District of Columbia","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","District of Columbia","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","District of Columbia","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","District of Columbia","Top quartile"
"Category 1",31.739286,28.47,35.01,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Florida","Bottom quartile"
"Category 2",27.192305,24.79,29.59,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Florida","Lower-middle quartile"
"Category 3",22.424277,19.7,25.15,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Florida","Upper-middle quartile"
"Category 4",18.644132,16.62,20.67,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Florida","Top quartile"
"Category 1",27.301771,25.09,29.51,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Georgia","Bottom quartile"
"Category 2",27.975539,24.52,31.43,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Georgia","Lower-middle quartile"
"Category 3",26.412897,22.54,30.28,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Georgia","Upper-middle quartile"
"Category 4",18.309793,16.15,20.47,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Georgia","Top quartile"
"Category 1",25.579838,21.73,29.42,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Hawaii","Bottom quartile"
"Category 2",27.998093,23.17,32.83,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Hawaii","Lower-middle quartile"
"Category 3",27.203071,24.57,29.84,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Hawaii","Upper-middle quartile"
"Category 4",19.218998,17.66,20.78,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Hawaii","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Idaho","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Idaho","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Idaho","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Idaho","Top quartile"
"Category 1",27.193215,24.08,30.31,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Illinois","Bottom quartile"
"Category 2",29.766631,26.89,32.64,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Illinois","Lower-middle quartile"
"Category 3",22.869307,20,25.74,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Illinois","Upper-middle quartile"
"Category 4",20.170846,17.57,22.77,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Illinois","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Indiana","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Indiana","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Indiana","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Indiana","Top quartile"
"Category 1",18.211697,16.07,20.35,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Iowa","Bottom quartile"
"Category 2",24.826822,22.17,27.48,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Iowa","Lower-middle quartile"
"Category 3",33.288639,29.85,36.72,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Iowa","Upper-middle quartile"
"Category 4",23.672842,20.58,26.77,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Iowa","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Kansas","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Kansas","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Kansas","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Kansas","Top quartile"
"Category 1",30.618164,26.8,34.44,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Kentucky","Bottom quartile"
"Category 2",27.687217,25.18,30.19,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Kentucky","Lower-middle quartile"
"Category 3",27.871903,25.04,30.7,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Kentucky","Upper-middle quartile"
"Category 4",13.822717,11.92,15.72,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Kentucky","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Louisiana","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Louisiana","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Louisiana","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Louisiana","Top quartile"
"Category 1",20.607824,17.59,23.63,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Maine","Bottom quartile"
"Category 2",23.769248,21.42,26.11,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Maine","Lower-middle quartile"
"Category 3",30.452271,27.01,33.9,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Maine","Upper-middle quartile"
"Category 4",25.170657,21.94,28.4,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Maine","Top quartile"
"Category 1",19.150195,15.45,22.85,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Maryland","Bottom quartile"
"Category 2",23.728369,20.09,27.37,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Maryland","Lower-middle quartile"
"Category 3",27.201837,23.9,30.51,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Maryland","Upper-middle quartile"
"Category 4",29.919599,27.48,32.36,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Maryland","Top quartile"
"Category 1",16.612119,14.01,19.21,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Massachusetts","Bottom quartile"
"Category 2",20.887939,17.36,24.42,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Massachusetts","Lower-middle quartile"
"Category 3",30.627658,26.18,35.08,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Massachusetts","Upper-middle quartile"
"Category 4",31.872284,27.82,35.93,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Massachusetts","Top quartile"
"Category 1",24.329636,21.54,27.12,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Michigan","Bottom quartile"
"Category 2",26.546358,23.63,29.46,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Michigan","Lower-middle quartile"
"Category 3",27.348757,25.17,29.53,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Michigan","Upper-middle quartile"
"Category 4",21.775249,19.41,24.14,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Michigan","Top quartile"
"Category 1",18.306899,16.68,19.94,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Minnesota","Bottom quartile"
"Category 2",28.971943,25.91,32.03,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Minnesota","Lower-middle quartile"
"Category 3",28.66216,26.26,31.07,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Minnesota","Upper-middle quartile"
"Category 4",24.058998,21.39,26.73,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Minnesota","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Mississippi","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Mississippi","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Mississippi","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Mississippi","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Missouri","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Missouri","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Missouri","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Missouri","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Montana","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Montana","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Montana","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Montana","Top quartile"
"Category 1",18.900935,13.52,24.29,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Nebraska","Bottom quartile"
"Category 2",29.630995,25.98,33.28,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Nebraska","Lower-middle quartile"
"Category 3",27.486893,23.59,31.39,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Nebraska","Upper-middle quartile"
"Category 4",23.981177,21.53,26.43,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Nebraska","Top quartile"
"Category 1",27.318553,23.7,30.94,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Nevada","Bottom quartile"
"Category 2",29.654839,25.12,34.18,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Nevada","Lower-middle quartile"
"Category 3",27.522051,24.63,30.42,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Nevada","Upper-middle quartile"
"Category 4",15.504557,13.02,17.99,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Nevada","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Hampshire","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Hampshire","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Hampshire","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Hampshire","Top quartile"
"Category 1",28.220828,25.41,31.03,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Jersey","Bottom quartile"
"Category 2",28.873936,26.15,31.6,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Jersey","Lower-middle quartile"
"Category 3",24.734977,21.69,27.78,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Jersey","Upper-middle quartile"
"Category 4",18.170258,14.98,21.36,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Jersey","Top quartile"
"Category 1",30.544732,22.48,38.6,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Mexico","Bottom quartile"
"Category 2",32.558012,22.43,42.69,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Mexico","Lower-middle quartile"
"Category 3",25.135409,22.85,27.42,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Mexico","Upper-middle quartile"
"Category 4",11.761848,6.32,17.21,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New Mexico","Top quartile"
"Category 1",31.196384,28.38,34.01,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New York","Bottom quartile"
"Category 2",26.509434,23.97,29.05,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New York","Lower-middle quartile"
"Category 3",22.783159,20.86,24.71,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New York","Upper-middle quartile"
"Category 4",19.511023,17.6,21.42,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","New York","Top quartile"
"Category 1",24.811253,23.28,26.34,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","North Carolina","Bottom quartile"
"Category 2",29.863254,27.65,32.08,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","North Carolina","Lower-middle quartile"
"Category 3",26.9522,24.65,29.26,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","North Carolina","Upper-middle quartile"
"Category 4",18.373292,16.51,20.23,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","North Carolina","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","North Dakota","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","North Dakota","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","North Dakota","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","North Dakota","Top quartile"
"Category 1",19.495813,17.09,21.9,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Ohio","Bottom quartile"
"Category 2",25.19938,22.31,28.09,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Ohio","Lower-middle quartile"
"Category 3",29.689379,26.85,32.53,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Ohio","Upper-middle quartile"
"Category 4",25.615429,23.04,28.19,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Ohio","Top quartile"
"Category 1",26.218443,20.52,31.92,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Oklahoma","Bottom quartile"
"Category 2",31.513333,27.49,35.53,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Oklahoma","Lower-middle quartile"
"Category 3",23.318784,20.9,25.73,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Oklahoma","Upper-middle quartile"
"Category 4",18.949441,16.34,21.56,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Oklahoma","Top quartile"
"Category 1",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Oregon","Bottom quartile"
"Category 2",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Oregon","Lower-middle quartile"
"Category 3",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Oregon","Upper-middle quartile"
"Category 4",NA,NA,NA,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Oregon","Top quartile"
"Category 1",18.915381,15.01,22.82,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Pennsylvania","Bottom quartile"
"Category 2",24.699427,21.96,27.44,"Total","Income Quartile",4,"Institution State","nzhyck","D6 Percentages","Pennsylvania","Lower-middle quartile"
